Code,School Name,Street,Suburb,State,Postcode,Postal Street,Postal Suburb,Postal State,Postal Postcode,Latitude,Longitude,Phone,Education Region,Broad Classification,Classification Group,Low Year,High Year,KIN,PPR,Y01,Y02,Y03,Y04,Y05,Y06,Y07,Y08,Y09,Y10,Y11,Y12,Total_Students
5261,KUKERIN PRIMARY SCHOOL,10 BENNETT STREET,KUKERIN,WA,6352,10 BENNETT STREET,KUKERIN,WA,6352,-33.18512011,118.0859386,08 9864 3500,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,2,3,4,8,6,7,6,4,,,,,,,40
4083,KULIN DISTRICT HIGH SCHOOL,GORDON STREET,KULIN,WA,6365,PO BOX 19,KULIN,WA,6365,-32.67021123,118.1526847,08 6865 7300,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y11,8,4,10,13,8,7,16,12,10,10,6,6,1,,111
1260,KULKARRIYA COMMUNITY SCHOOL,YUNGNGORA COMMUNITY NOONKANBAH STATION,VIA FITZROY CROSSING,WA,6765,YUNGNGORA COMMUNITY NOONKANBAH STATION,VIA FITZROY CROSSING,WA,6765,-18.503222,124.831111,08 9191 4737,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,7,4,4,6,7,7,7,6,2,4,3,2,,,59
1269,KURURRUNGKU CATHOLIC EDUCATION CENTRE,BILLILUNA STATION,VIA HALLS CREEK,WA,6770,BILLILUNA STATION,VIA HALLS CREEK,WA,6770,-19.555396,127.661765,08 9168 8932,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,5,7,5,4,3,2,8,2,5,4,1,2,,,48
1414,KWOORABUP NATURE SCHOOL,"OLD PO BUILDING, INLET DRIVE",DENMARK,WA,6333,"OLD PO BUILDING, INLET DRIVE",DENMARK,WA,6333,-34.97137317,117.3650044,08 9848 2285,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,18,16,13,29,9,16,11,6,,,,,,,118
5266,KYILLA PRIMARY SCHOOL,4 SELKIRK STREET,NORTH PERTH,WA,6006,4 SELKIRK STREET,NORTH PERTH,WA,6006,-31.91907193,115.851731,08 9216 3300,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,47,46,42,42,51,44,43,,,,,,,355
5267,LA GRANGE REMOTE COMMUNITY SCHOOL,"LOT 156, MISSION ROAD",BIDYADANGA,WA,6725,LOCKED BAG 4006,BROOME,WA,6725,-18.685254,121.782644,08 9193 4100,KIMBERLEY,Remote Community Schools,PRIMARY SCHOOLS,KIN,Y12,13,10,15,15,14,17,13,24,15,15,12,7,13,8,191
1223,LA SALLE COLLEGE,5 LA SALLE AVENUE,MIDDLE SWAN,WA,6056,5 LA SALLE AVENUE,MIDDLE SWAN,WA,6056,-31.87856979,116.004411,08 9449 0601,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,257,267,226,242,217,190,"1,399"
4084,LAKE GRACE DISTRICT HIGH SCHOOL,1 SCHOOL PLACE,LAKE GRACE,WA,6353,1 SCHOOL PLACE,LAKE GRACE,WA,6353,-33.103443,118.459432,08 9865 4500,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,14,11,9,16,13,13,9,19,10,12,10,5,,3,144
5269,LAKE GWELUP PRIMARY SCHOOL,59 PORTER STREET,GWELUP,WA,6018,59 PORTER STREET,GWELUP,WA,6018,-31.87143628,115.797937,08 9278 0400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,81,71,59,63,90,70,60,69,,,,,,,563
1366,LAKE JOONDALUP BAPTIST COLLEGE,8 KENNEDYA DRIVE,JOONDALUP,WA,6027,8 KENNEDYA DRIVE,JOONDALUP,WA,6027,-31.73747504,115.7614206,08 9300 7444,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,72,51,50,52,59,60,89,88,144,139,147,160,143,128,"1,382"
5270,LAKE KING PRIMARY SCHOOL,RAVENSTHORPE/NEWDEGATE ROAD,LAKE KING,WA,6356,C/- POST OFFICE,LAKE KING,WA,6356,-33.09143031,119.6734691,08 6872 0050,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,7,4,5,3,7,8,5,2,,,,,,,41
5450,LAKE MONGER PRIMARY SCHOOL,DODD STREET,WEMBLEY,WA,6014,DODD STREET,WEMBLEY,WA,6014,-31.92381333,115.8213089,08 9205 5400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,38,40,53,35,42,48,49,39,,,,,,,344
4150,LAKELAND SENIOR HIGH SCHOOL,106 SOUTH LAKE DRIVE,SOUTH LAKE,WA,6164,106 SOUTH LAKE DRIVE,SOUTH LAKE,WA,6164,-32.10905514,115.8459137,08 6172 2200,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,109,96,94,108,82,66,555
5837,LAKELANDS PRIMARY SCHOOL,1 CAWANA PARKWAY,LAKELANDS,WA,6180,1 CAWANA PARKWAY,LAKELANDS,WA,6180,-32.47803782,115.7624628,08 9586 7650,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,66,61,94,74,82,75,87,75,,,,,,,614
1208,LANCE HOLT SCHOOL,10 HENRY STREET,FREMANTLE,WA,6160,10 HENRY STREET,FREMANTLE,WA,6160,-32.05462906,115.7441495,08 9335 6742,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,16,12,9,14,5,16,11,11,,,,,,,94
5272,LANCELIN PRIMARY SCHOOL,53 GINGIN ROAD,LANCELIN,WA,6044,53 GINGIN ROAD,LANCELIN,WA,6044,-31.01148261,115.3298498,08 9628 6000,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,10,18,10,18,15,10,21,7,,,,,,,109
1343,LANDSDALE CHRISTIAN SCHOOL,77 QUEENSWAY ROAD,LANDSDALE,WA,6065,77 QUEENSWAY ROAD,LANDSDALE,WA,6065,-31.80678912,115.8671747,08 9309 1830,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,16,12,12,15,20,13,12,13,31,13,22,23,22,14,238
5872,LANDSDALE GARDENS PRIMARY SCHOOL,50 AMISTAD ROAD,LANDSDALE,WA,6065,50 AMISTAD ROAD,LANDSDALE,WA,6065,-31.81681875,115.8567744,08 6401 8150,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,53,42,25,18,29,24,15,19,,,,,,,225
5766,LANDSDALE PRIMARY SCHOOL,THE BROADVIEW,LANDSDALE,WA,6065,THE BROADVIEW,LANDSDALE,WA,6065,-31.80328614,115.8627751,08 9408 3850,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,76,99,103,80,108,96,107,103,,,,,,,772
5274,LATHLAIN PRIMARY SCHOOL,120 HOWICK STREET,LATHLAIN,WA,6100,120 HOWICK STREET,LATHLAIN,WA,6100,-31.96963317,115.9087559,08 9224 9800,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,100,94,88,76,83,70,72,60,,,,,,,643
5275,LAVERTON SCHOOL,LANCEFIELD STREET,LAVERTON,WA,6440,PO BOX 64,LAVERTON,WA,6440,-28.62734274,122.4043146,08 9068 8400,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y12,4,8,9,6,13,11,8,4,8,8,7,5,4,2,97
1476,LEANING TREE STEINER SCHOOL,74 MACEDONIA DRIVE,GLENFIELD,WA,6532,74 MACEDONIA DRIVE,GLENFIELD,WA,6532,-28.684027,114.62538,08 9964 6555,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y09,16,9,11,16,13,9,12,12,14,15,8,,,,135
6081,LEDA EDUCATION SUPPORT CENTRE,1-25 FEILMAN DRIVE,LEDA,WA,6170,1-25 FEILMAN DRIVE,LEDA,WA,6170,-32.26049532,115.8048608,08 9414 2080,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,10,7,10,9,15,10,16,3,,,,,,,80
5725,LEDA PRIMARY SCHOOL,1-25 FEILMAN DRIVE,LEDA,WA,6170,1-25 FEILMAN DRIVE,LEDA,WA,6170,-32.26049532,115.8048608,08 9414 2040,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,41,52,62,48,58,53,56,,,,,,,410
5539,LEEMAN PRIMARY SCHOOL,10 SPENCER STREET,LEEMAN,WA,6514,C/- POST OFFICE,LEEMAN,WA,6514,-29.94892052,114.9784342,08 9953 3100,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,3,4,4,2,5,2,3,2,,,,,,,25
5659,LEEMING PRIMARY SCHOOL,10 MEHARRY ROAD,LEEMING,WA,6149,10 MEHARRY ROAD,LEEMING,WA,6149,-32.07551121,115.862877,08 9266 6700,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,46,42,54,48,48,43,51,,,,,,,372
4143,LEEMING SENIOR HIGH SCHOOL,AULBERRY PARADE,LEEMING,WA,6149,AULBERRY PARADE,LEEMING,WA,6149,-32.07467304,115.8564902,08 9237 6800 ,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,193,211,208,195,186,173,"1,166"
6087,LEEMING SENIOR HIGH SCHOOL EDUCATION SUPPORT CENTRE,AULBERRY PARADE,LEEMING,WA,6149,AULBERRY PARADE,LEEMING,WA,6149,-32.07467304,115.8564902,08 9237 6870,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,Y07,Y12,,,,,,,,,15,25,26,25,25,25,141
5604,LEINSTER COMMUNITY SCHOOL,GLEDDEN DRIVE,LEINSTER,WA,6437,PMB 5,LEINSTER,WA,6437,-27.91539981,120.6955058,08 9055 9600,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y12,13,16,11,16,13,17,8,10,4,7,6,2,2,3,128
4151,LEONORA DISTRICT HIGH SCHOOL,LOT 157 GWALIA STREET,LEONORA,WA,6438,PO BOX 200,LEONORA,WA,6438,-28.88414676,121.3329384,08 9066 8000,GOLDFIELDS,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,9,11,13,8,4,8,9,7,2,5,7,5,1,5,94
1327,LESCHENAULT CATHOLIC PRIMARY SCHOOL,MARDO AVENUE,AUSTRALIND,WA,6233,MARDO AVENUE,AUSTRALIND,WA,6233,-33.28334496,115.7224856,08 9720 3737,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,73,58,61,59,61,63,64,54,,,,,,,493
5279,LESMURDIE PRIMARY SCHOOL,49 SANDERSON ROAD,LESMURDIE,WA,6076,49 SANDERSON ROAD,LESMURDIE,WA,6076,-32.00399197,116.0450004,08 9291 2100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,34,36,33,41,37,41,35,35,,,,,,,292
4133,LESMURDIE SENIOR HIGH SCHOOL,21 REID ROAD,LESMURDIE,WA,6076,21 REID ROAD,LESMURDIE,WA,6076,-32.01252075,116.0516431,08 9291 1200,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,143,166,172,150,179,146,956
5758,LITTLE GROVE PRIMARY SCHOOL,33 GORDON STREET,LITTLE GROVE,WA,6330,33 GORDON STREET,LITTLE GROVE,WA,6330,-35.06595201,117.867226,08 9845 9900,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,22,32,31,33,30,26,17,20,,,,,,,211
1408,LIVING WATERS LUTHERAN COLLEGE,176 CURRIE STREET,WARNBRO,WA,6169,176 CURRIE STREET,WARNBRO,WA,6169,-32.34307717,115.7544169,08 9593 1211,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,38,29,44,37,36,36,46,55,91,101,77,60,64,55,769
1232,LIWARA CATHOLIC PRIMARY SCHOOL,5 TUART ROAD,GREENWOOD,WA,6024,5 TUART ROAD,GREENWOOD,WA,6024,-31.83328555,115.7918194,08 6224 2000,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,77,55,56,51,63,49,51,58,,,,,,,460
5536,LOCKRIDGE PRIMARY SCHOOL,48 ROSHER ROAD,LOCKRIDGE,WA,6054,48 ROSHER ROAD,LOCKRIDGE,WA,6054,-31.88279111,115.9515213,08 9392 5150,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,24,41,34,28,37,24,39,35,,,,,,,262
8165,LOCKYER COMMUNITY KINDERGARTEN,7 LESCHENAULT STREET,ALBANY,WA,6330,7 LESCHENAULT STREET,ALBANY,WA,6330,-35.00417,117.86151,08 9841 3144,SOUTH WEST,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,75,,,,,,,,,,,,,,75
5671,LOOMA REMOTE COMMUNITY SCHOOL,LOOMA REMOTE COMMUNITY,LOOMA,WA,6728,PMB 904,DERBY,WA,6728,-18.039234,124.149541,08 9191 4900,KIMBERLEY,Remote Community Schools,PRIMARY SCHOOLS,KIN,Y12,6,8,14,12,12,14,8,7,8,3,7,2,1,4,106
8167,LOWER KING COMMUNITY KINDERGARTEN,34 RUTHERFORD DRIVE,LOWER KING,WA,6330,34 RUTHERFORD DRIVE,LOWER KING,WA,6330,-34.95841254,117.9349241,08 9844 7238,SOUTH WEST,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,17,,,,,,,,,,,,,,17
1308,LUMEN CHRISTI COLLEGE,81 STATION STREET,MARTIN,WA,6110,81 STATION STREET,MARTIN,WA,6110,-32.06737479,116.0120135,08 9394 9300,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,182,185,171,164,147,151,"1,000"
1305,LUURNPA CATHOLIC SCHOOL,WIRRIMANU BALGO HILLS,VIA HALLS CREEK,WA,6770,WIRRIMANU BALGO HILLS,VIA HALLS CREEK,WA,6770,-20.142514,127.983031,08 9168 8902,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,5,6,15,4,18,7,9,15,11,11,8,6,,,115
4113,LYNWOOD SENIOR HIGH SCHOOL,436 METCALFE ROAD,PARKWOOD,WA,6147,436 METCALFE ROAD,PARKWOOD,WA,6147,-32.04190909,115.9161296,08 9354 0600,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,209,206,220,235,188,167,"1,225"
6053,MADDINGTON EDUCATION SUPPORT CENTRE,1951 ALBANY HIGHWAY,MADDINGTON,WA,6109,1951 ALBANY HIGHWAY,MADDINGTON,WA,6109,-32.05405458,115.9855988,08 9205 5950,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,8,13,13,11,10,8,5,2,,,,,,,70
5281,MADDINGTON PRIMARY SCHOOL,1951 ALBANY HIGHWAY,MADDINGTON,WA,6109,1951 ALBANY HIGHWAY,MADDINGTON,WA,6109,-32.05485834,115.9868215,08 9205 5900,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,20,27,27,26,32,23,28,23,,,,,,,206
5811,MADELEY PRIMARY SCHOOL,MARTINDALE AVENUE,MADELEY,WA,6065,MARTINDALE AVENUE,MADELEY,WA,6065,-31.80675303,115.8289632,08 9306 6900,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,43,57,43,72,66,63,60,74,,,,,,,478
5873,MADORA BAY PRIMARY SCHOOL,HUNTINGTON STREET,MADORA BAY,WA,6210,HUNTINGTON STREET,MADORA BAY,WA,6210,-32.464169,115.758189,08 9584 6250,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,44,31,25,18,18,11,13,,,,,,,200
5282,MAIDA VALE PRIMARY SCHOOL,310 KALAMUNDA ROAD,MAIDA VALE,WA,6057,310 KALAMUNDA ROAD,MAIDA VALE,WA,6057,-31.94894601,116.0231303,08 6228 7400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,55,56,50,58,57,48,57,50,,,,,,,431
5601,MAIDENS PARK PRIMARY SCHOOL,WESTWOOD STREET,BUNBURY,WA,6230,PO BOX 4233,EAST BUNBURY,WA,6230,-33.36974451,115.6277556,08 9724 9450,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,20,20,19,30,20,16,16,19,,,,,,,160
1212,MAJELLA CATHOLIC PRIMARY SCHOOL,9 FINCHLEY CRESCENT,BALGA,WA,6061,9 FINCHLEY CRESCENT,BALGA,WA,6061,-31.85601373,115.8477866,08 9207 7500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,32,30,30,31,34,30,29,31,,,,,,,247
5824,MAKYBE RISE PRIMARY SCHOOL,MAKYBE DRIVE,BALDIVIS,WA,6171,MAKYBE DRIVE,BALDIVIS,WA,6171,-32.34435624,115.8175271,08 9523 5900,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,80,84,102,101,109,90,122,110,,,,,,,798
6035,MALIBU SCHOOL,104 GEORGETOWN DRIVE,SAFETY BAY,WA,6169,104 GEORGETOWN DRIVE,SAFETY BAY,WA,6169,-32.30377,115.742595,08 9553 8450,SOUTH METROPOLITAN,Education Support Schools,EDUCATION SUPPORT,KIN,Y12,6,10,9,9,6,7,2,4,17,15,9,5,7,20,126
5827,MALVERN SPRINGS PRIMARY SCHOOL,3 CHANDALA TURN,ELLENBROOK,WA,6069,3 CHANDALA TURN,ELLENBROOK,WA,6069,-31.75782406,115.9799705,08 6296 8240,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,64,89,73,108,90,98,123,117,,,,,,,762
1462,MANDURAH BAPTIST COLLEGE,22 CATALINA DRIVE,LAKELANDS,WA,6210,22 CATALINA DRIVE,LAKELANDS,WA,6210,-32.47830702,115.7601182,08 9583 7000,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,80,78,78,79,78,94,96,93,127,128,129,127,122,104,"1,413"
1380,MANDURAH CATHOLIC COLLEGE,79-97 COODANUP DRIVE,MANDURAH,WA,6210,79-97 COODANUP DRIVE,MANDURAH,WA,6210,-32.54895945,115.738286,08 9531 9500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,56,59,55,30,60,32,64,64,248,238,224,180,184,185,"1,679"
5283,MANDURAH PRIMARY SCHOOL,18 HACKETT STREET,MANDURAH,WA,6210,PO BOX 1077,MANDURAH,WA,6210,-32.52864487,115.7255254,08 9586 6850,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,34,34,34,36,29,32,32,33,,,,,,,264
4179,MANEA SENIOR COLLEGE,ROBERTSON DRIVE,BUNBURY,WA,6230,PO BOX 500,BUNBURY,WA,6230,-33.36775659,115.6567975,08 9721 0400,SOUTH WEST,Senior Colleges,SECONDARY SCHOOLS,Y11,Y12,,,,,,,,,,,,,310,258,568
6014,MANJIMUP EDUCATION SUPPORT CENTRE,FINCH STREET,MANJIMUP,WA,6258,LOCKED BAG 3,MANJIMUP,WA,6258,-34.234179,116.135653,08 9771 9050,SOUTH WEST,Education Support Centres,EDUCATION SUPPORT,KIN,Y11,1,2,1,2,4,,2,1,5,,3,3,4,,28
5284,MANJIMUP PRIMARY SCHOOL,19 FINCH STREET,MANJIMUP,WA,6258,LOCKED BAG 3,MANJIMUP,WA,6258,-34.23292451,116.1339591,08 9771 9000,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,20,32,26,38,26,41,28,33,,,,,,,244
4032,MANJIMUP SENIOR HIGH SCHOOL,RUTHERFORD STREET,MANJIMUP,WA,6258,LOCKED BAG 1,MANJIMUP,WA,6258,-34.233842,116.133228,08 9771 3400,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,94,77,87,95,132,111,596
5285,MANNING PRIMARY SCHOOL,60-80 LEY STREET,MANNING,WA,6152,60-80 LEY STREET,MANNING,WA,6152,-32.01527547,115.8650557,08 9266 6250,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,54,47,59,61,54,49,46,,,,,,,410
5687,MARANGAROO PRIMARY SCHOOL,88 GIRALT ROAD,MARANGAROO,WA,6064,88 GIRALT ROAD,MARANGAROO,WA,6064,-31.82848696,115.8275899,08 9462 9999,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,18,24,25,27,29,21,21,20,,,,,,,185
5286,MARBLE BAR PRIMARY SCHOOL,AUGUSTA STREET,MARBLE BAR,WA,6760,LOCKED BAG 20,MARBLE BAR,WA,6760,-21.1694751,119.7478156,08 9178 8300,PILBARA,Primary Schools,PRIMARY SCHOOLS,PPR,Y12,,2,1,1,1,5,1,4,1,3,2,2,2,1,26
1289,MARGARET RIVER INDEPENDENT SCHOOL,10890 BUSSELL HIGHWAY,FOREST GROVE,WA,6286,10890 BUSSELL HIGHWAY,FOREST GROVE,WA,6286,-34.06767921,115.1053456,08 9757 7515,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,25,22,22,18,24,24,24,15,,,,,,,174
1389,MARGARET RIVER MONTESSORI SCHOOL,4-6 CLARKE ROAD,MARGARET RIVER,WA,6285,4-6 CLARKE ROAD,MARGARET RIVER,WA,6285,-33.95961243,115.0673346,08 9757 2564,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,16,17,17,14,18,17,17,15,16,13,6,1,,,167
5287,MARGARET RIVER PRIMARY SCHOOL,91-97 FORREST ROAD,MARGARET RIVER,WA,6285,91-97 FORREST ROAD,MARGARET RIVER,WA,6285,-33.95452824,115.0757428,08 9757 8500,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,51,59,71,70,88,89,78,95,,,,,,,601
4033,MARGARET RIVER SENIOR HIGH SCHOOL,158 BUSSELL HIGHWAY,MARGARET RIVER,WA,6285,158 BUSSELL HIGHWAY,MARGARET RIVER,WA,6285,-33.95431827,115.0746714,08 9757 0700,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,220,210,238,198,196,146,"1,208"
5288,MARMION PRIMARY SCHOOL,7 CLIVERTON COURT,MARMION,WA,6020,7 CLIVERTON COURT,MARMION,WA,6020,-31.84418326,115.7594902,08 9492 2300,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,38,44,44,46,60,32,59,39,,,,,,,362
5730,MARRI GROVE PRIMARY SCHOOL,23 LARSEN ROAD,BYFORD,WA,6122,23 LARSEN ROAD,BYFORD,WA,6122,-32.21239233,116.0055193,08 9526 4060,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,57,83,62,78,58,68,67,81,,,,,,,554
1364,MARY MACKILLOP CATHOLIC COMMUNITY PRIMARY SCHOOL,55 CASSOWARY DRIVE,BALLAJURA,WA,6066,55 CASSOWARY DRIVE,BALLAJURA,WA,6066,-31.84525179,115.8981415,08 9241 7500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,47,62,59,62,58,57,58,63,,,,,,,466
1072,MARY'S MOUNT PRIMARY SCHOOL,47 DAVIES CRESCENT,GOOSEBERRY HILL,WA,6076,47 DAVIES CRESCENT,GOOSEBERRY HILL,WA,6076,-31.96134491,116.0484964,08 9290 5200,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,45,30,29,29,29,29,31,29,,,,,,,251
1363,MATER CHRISTI CATHOLIC PRIMARY SCHOOL,340 YANGEBUP ROAD,YANGEBUP,WA,6164,340 YANGEBUP ROAD,YANGEBUP,WA,6164,-32.12534242,115.8263263,08 6173 9000,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,104,79,86,89,88,89,87,91,,,,,,,713
1383,MATER DEI COLLEGE,107 TREETOP AVENUE,EDGEWATER,WA,6027,107 TREETOP AVENUE,EDGEWATER,WA,6027,-31.76466034,115.7765193,08 9405 4777,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,205,187,193,165,148,120,"1,018"
1375,MATTHEW GIBNEY CATHOLIC PRIMARY SCHOOL,30 MUNDAY ROAD,HIGH WYCOMBE,WA,6057,30 MUNDAY ROAD,HIGH WYCOMBE,WA,6057,-31.93412329,115.9964275,08 6216 8400,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,44,30,29,29,31,29,30,30,,,,,,,252
5795,MAYLANDS PENINSULA PRIMARY SCHOOL,60 KELVIN STREET,MAYLANDS,WA,6051,60 KELVIN ST,MAYLANDS,WA,6051,-31.93257493,115.9046098,08 9462 6700,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,79,108,94,106,103,95,64,78,,,,,,,727
1102,MAZENOD COLLEGE,55 GLADYS ROAD,LESMURDIE,WA,6076,55 GLADYS ROAD,LESMURDIE,WA,6076,-32.006679,116.0388409,08 9291 6500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,156,157,143,157,130,128,871
8148,MCDOUGALL PARK COMMUNITY KINDERGARTEN INC,CNR BRUCE/HENLEY STREETS,COMO,WA,6152,CNR BRUCE/HENLEY STREETS,COMO,WA,6152,-32.00608872,115.8685193,08 9450 3909,SOUTH METROPOLITAN,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,31,,,,,,,,,,,,,,31
6082,MEADOW SPRINGS EDUCATION SUPPORT CENTRE,320 OAKMONT AVENUE (CNR BELLERIVE PASS),MEADOW SPRINGS,WA,6210,PO BOX 997,MANDURAH,WA,6210,-32.50105217,115.7574921,08 9584 7450,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,16,6,17,10,5,19,5,7,,,,,,,85
5828,MEADOW SPRINGS PRIMARY SCHOOL,320 OAKMONT AVENUE (CNR BELLERIVE PASS),MEADOW SPRINGS,WA,6210,320 OAKMONT AVENUE (CNR BELLERIVE PASS),MEADOW SPRINGS,WA,6210,-32.50105217,115.7574921,08 9584 7400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,33,44,52,57,64,52,49,57,,,,,,,408
5293,MECKERING PRIMARY SCHOOL,14 KNIGHT STREET,MECKERING,WA,6405,C/- POST OFFICE,MECKERING,WA,6405,-31.62835599,117.0104919,08 9623 3400,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,3,2,2,4,3,2,2,3,,,,,,,21
5294,MEDINA PRIMARY SCHOOL,2 WESTCOTT ROAD,MEDINA,WA,6167,2 WESTCOTT ROAD,MEDINA,WA,6167,-32.23582307,115.803711,08 6174 1100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,18,27,12,22,26,13,21,21,,,,,,,160
